Line,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7
"You have eyes still: Look, monster",ANATOMY,SENSATIONS,DEFORMITIES,,,,
father Fell sick upon the infection of your frowns And died in sadness. ,FAMILIAL,MEDICINE,FACIAL EXPRESSIONS,DEATH,EMOTIONS,,
"He had his tongue, yet grief made him die speechless.",ANATOMY,EMOTIONS,DEATH,LANGUAGE,,,
stick your soul with ulcers.,VIOLENCE,RELIGION,MEDICINE,,,,
"[your soul] It shall not rest, But like some pestilent man toss in your breast.",RELIGION,SLEEP,MEDICINE,MOVEMENT,ANATOMY,,
your bastard rides a-hunting in your brow.,FAMILIAL,EQUESTRIAN,HUNTING & FISHING,ANATOMY,,,
Those eyes shall see the incest of their lips. --Is there a hell besides this,ANATOMY,SENSATIONS,SEXUALITY,RELIGION,,,
scorns are the hires of scorns.,DERISION,ECONOMICS,,,,,
I never knew yet adulterer without horns.,MENTAL FACULTY,SEXUALITY,ANIMALS,,,,
kill me not with that sight [adultery].,VIOLENCE,SENSATIONS,SEXUALITY,,,,
Thou shalt not lose that sight [adultery] for all your dukedom.,PRIVATION,SENSATIONS,SEXUALITY,POLITICS,,,
is not your tongue eaten out yet?,ANATOMY,FOOD,,,,,
Let our two other hands tear up his lids And make his eyes like comets shine through blood.,ANATOMY,VIOLENCE,ASTROLOGY,LIGHT,SPATIAL,,
"When the bad bleeds, then is the tragedy good.",ETHICS,INJURIES,THEATRE,,,,
"Had not that kiss a taste of sin, €™twere sweet.",SEXUALITY,FOOD,RELIGION,,,,
there€™s no pleasure sweet but it is sinful. ,PRIVATION,FEELINGS,FOOD,RELIGION,,,
such a bitter sweetness fate has given; Best side to us is the worst side to heaven.,FOOD,MYSTICAL,SPATIAL,ETHICS,RELIGION,,
"the old Duke your doubtful father, The thought of him, rubs heaven in your way;",POLITICS,FAMILIAL,MENTAL FACULTY,HINDRANCE,RELIGION,SPATIAL,
you urge a thought which never had life.,SOCIAL RELATIONS,MENTAL FACULTY,PRIVATION,LIFE,,,
"if he took me hasped within his bed, I would add murder to adultery And with my sword give up his years to death.",INCARCERATION,DOMESTIC,VIOLENCE,SEXUALITY,WEAPONS & ARMOR,TIME,DEATH
Pleasure is banquet€™s guest.,SEXUALITY,FOOD,SOCIAL RELATIONS,,,,
The brook is turned to blood.,SUFFERING,TRANSFORMATION,ANATOMY,,,,
Thanks to loud music. --it was our friend indeed.,RECOGNITION,MUSIC,SOCIAL RELATIONS,,,,
"The dukedom wants a head, though yet unknown.",POLITICS,PRIVATION,ANATOMY,MENTAL FACULTY,,,
slander not your thoughts With glorious untruth. ,ETIQUETTE,MENTAL FACULTY,RECOGNITION,LANGUAGE,,,
"[the thought] it was in my head. --like your brains then, Ne€™vr to come out as long as you lived.",MENTAL FACULTY,ANATOMY,SPATIAL,TIME,LIFE,,
"it shall be as easy for you to be duke As to be honest, and that€™s never",POLITICS,CHARACTER TRAITS,TIME,,,,
it [weeping] would grace our flattery much. Think of some dame; it will teach thee to dissemble.,EMOTIONS,RECOGNITION,MENTAL FACULTY,WOMEN,EDUCATION,CONCEALMENT,
"Our sorrows are so fluent, Our eyes o€™erflow our tongues.",EMOTIONS,LANGUAGE,ANATOMY,NATURE,,,
"Words spoke in tears Are like the murmurs of the waters, the sound Is loudly heard but cannot be distinguished.",LANGUAGE,ANATOMY,SOUNDS,NATURE,SENSATIONS,MENTAL FACULTY,
The savour of the prison has forsook me.,APPEARANCE,INCARCERATION,PRIVATION,,,,
we spared no tongue unto my lord the Duke.,PRIVATION,ANATOMY,POLITICS,,,,
Did we make our tears women for thee? ,TRANSFORMATION,ANATOMY,WOMEN,,,,
"throw off clouds now,  Think of vengeance And deeper settled hate",PRIVATION,NATURE,MENTAL FACULTY,VIOLENCE,SPATIAL,EMOTIONS,
Something has stung his honour.,VIOLENCE,RECOGNITION,,,,,
It is much my sorrow if neglect in him Breed discontent in you.,EMOTIONS,PRIVATION,REPRODUCTION,FEELINGS,,,
"in kind loyalty to my father€™s forehead, Made this a desperate arm, and in that fury Committed treason on the lawful bed",DEVOTION,FAMILIAL,ANATOMY,EMOTIONS,POLITICS,MATRIMONY,DOMESTIC
just upon the stroke Jars in my brother. It will be villainous music.,VIOLENCE,SOUNDS,FAMILIAL,ETHICS,MUSIC,,
"I shall prove too bitter with a word, Make thee a perpetual prisoner And lay this iron-age upon thee.",FEELINGS,LANGUAGE,TIME,INCARCERATION,MATERIALS,,
"Mum, For there's a doom would make a woman dumb.",FAMILIAL,JUDICIARY,WOMEN,SOUNDS,,,
"Missing the bastard, next him; the wind€™s come about;",PRIVATION,FAMILIAL,NATURE,MOVEMENT,,,
discontent and want Is the best clay to mould a villain of,FEELINGS,PRIVATION,MATERIALS,LABOR,ETHICS,,
to please our blood,FEELINGS,ANATOMY,,,,,
"we€™ll advance him and build fair His meanest fortunes, for it is in us To rear up towers from cottages.",SOCIAL RELATIONS,ARCHITECTURE,ECONOMICS,,,,
In whom much melancholy dwells.,EMOTIONS,ACCOMMODATION,,,,,
the slave that did abuse my spleen And made it swell to treason.,SOCIAL STATUS,DECEPTION,ANATOMY,MEDICINE,POLITICS,,
I have put Much of my heart into him.,QUANTITIES,ANATOMY,SPATIAL,,,,
"He that knows great men€™s secrets and proves slight, That man ne€™er lives to see his beard turn white.",MENTAL FACULTY,SOCIAL STATUS,CONCEALMENT,LIFE,SENSATIONS,ANATOMY,COLORS
Slaves are but nails to drive out one another.,SOCIAL STATUS,LABOR,SPATIAL,,,,
"He being of black condition, suitable To want and ill content, hope of preferment Will grind him to an edge.",COLORS,MENTAL FACULTY,FEELINGS,EMOTIONS,SOCIAL RELATIONS,CONSUMPTION,WEAPONS & ARMOR
it is no treason To say the Duke my father has a humour Or such a toy about him.,POLITICS,LANGUAGE,FAMILIAL,MENTAL FACULTY,GAMES & SPORT,,
"it [your words] is oracle,",LANGUAGE,MYSTICAL,,,,,
"He has some employment for you, but what it is He and his secretary the devil knows best.",LABOR,CONCEALMENT,RELIGION,MENTAL FACULTY,,,
"I must suit my tongue to his desires, What colour soever they be",ETIQUETTE,ANATOMY,EMOTIONS,COLORS,,,
hoping at last To pile up all my wishes on his breast.,EMOTIONS,QUANTITIES,ANATOMY,MENTAL FACULTY,,,
Now the Duke is dead the realm is clad in clay.,POLITICS,DEATH,CLOTHES,NATURE,,,
only died€™st with grief.,DEATH,EMOTIONS,,,,,
"If you be but once tripped, we fall for ever.",QUANTITIES,PHYSICAL ACTIVITIES,TIME,,,,
"I€™ll bear me in some strain of melancholy And string myself with heavy-sounding wire, Like such an instrument that speaks Merry things sadly.",SUFFERING,EMOTIONS,VIOLENCE,SOUNDS,MUSIC,LANGUAGE,
"How strangely such a coarse, homely salute Shows in the palace, where we greet in fire, Nimble and desperate tongues.",MENTAL FACULTY,DOMESTIC,GREETINGS,POLITICS,FIRE,FEELINGS,ANATOMY
"May it be possible such men should breathe, To vex the terms so much? --it is food to some",MEN,BREATHING,EMOTIONS,LANGUAGE,FOOD,,
There are old men at the present that are so poisoned with the affectation of law words (having had many suits canvassed) that their common talk is nothing but Barbary Latin. ,LIFE'S CYCLE,MEDICINE,DECEPTION,JUDICIARY,LANGUAGE,ETHNICITY & NATIONALITY,
"They cannot so much as pray but in law, that their sins may be removed with a writ of error and their souls fetched up to heaven with a sasarara.",RELIGION,JUDICIARY,PRIVATION,LANGUAGE,COMMANDS,,
"all the world meets round in the same bent. Where the heart€™s set, there goes the tongue€™s consent.",NATURE,SOCIAL RELATIONS,SPATIAL,ANATOMY,MOVEMENT,,
"when to all men€™s hearings he whurls and rattles in the throat, he€™s busy threatening his poor tenants;",SENSATIONS,SOUNDS,ANATOMY,DANGER & SAFETY,ECONOMICS,SOCIAL STATUS,
Let€™s taste of your conceit. -in picture,FOOD,MENTAL FACULTY,ART,,,,
A usuring father to be boiling in hell and his son and heir with a whore dancing over him.,ECONOMICS,FAMILIAL,TEMPERATURE,RELIGION,SEXUALITY,JOVIALITY,SPATIAL
"as for the son and heir, he shall be an eyesore to no young revellers, for he shall be drawn in cloth of gold breeches.",FAMILIAL,ECONOMICS,INJURIES,LIFE'S CYCLE,JOVIALITY,ART,CLOTHES
you hast put my meaning in the pockets And canst not draw that out.,MENTAL FACULTY,CLOTHES,ART,,,,
for some of them [the rich men] had rather be damned indeed than damned in colours.,ECONOMICS,RELIGION,COLORS,,,,
"H€™as wit enough To murder any man,",MENTAL FACULTY,VIOLENCE,,,,,
[gives him money] Almost struck blind. This bright unusual shine to me seems proud. I dare not look till the sun be in a cloud.,ECONOMICS,VIOLENCE,DEFORMITIES,LIGHT,CHARACTER TRAITS,SENSATIONS,NATURE
"I will unbrace such a close, private villain Unto your vengeful swords, the like never heard of",CLOTHES,ETHICS,VIOLENCE,WEAPONS & ARMOR,SENSATIONS,,
"as chaste As that part which scarce suffers to be touched,",SEXUALITY,SUFFERING,SENSATIONS,,,,
"The eye, would not endure him",ANATOMY,SUFFERING,,,,,
"In mere spleen […], waylays your mother, Whose honour being a coward, as it seems, Yielded by little force.",ANATOMY,VIOLENCE,FAMILIAL,SEXUALITY,CHARACTER TRAITS,SOCIAL RELATIONS,
Has not heaven an ear? Is all the lightning wasted?,RELIGION,ANATOMY,NATURE,CONSUMPTION,,,
He shall not live To see the moon change.,LIFE,SENSATIONS,ASTROLOGY,TRANSFORMATION,,,
"The worst of all the deadly sins is in him, That beggarly damnation, drunkenness.",DEATH,RELIGION,SPATIAL,ECONOMICS,FOOD,,
"€™Tis my wonder That such a fellow, impudent and wicked, Should not be cloven as he stood, Or with a secret wind burst open.",MENTAL FACULTY,SOCIAL RELATIONS,ETHICS,VIOLENCE,CONCEALMENT,NATURE,
"Is there no thunder left, or is€™t kept up In stock for heavier vengeance?",NATURE,PRIVATION,PRESERVATION,ECONOMICS,WEIGHT,VIOLENCE,
thanks to any spirit That mingled it amongst my inventions.,RECOGNITION,MYSTICAL,ADHESION,MENTAL FACULTY,,,
Murder will peep out of the closest husk,VIOLENCE,SENSATIONS,SPATIAL,DEATH,,,
lean him on his elbow as if sleep had caught him,PHYSICAL ACTIVITIES,ANATOMY,SLEEP,HUNTING & FISHING,,,
"doubt not, it is in grain [clothes]; I warrant it hold colour.",MENTAL FACULTY,CLOTHES,SOCIAL RELATIONS,COLORS,,,
Let€™s conjure that base devil out of our mother.,MYSTICAL,RELIGION,SPATIAL,FAMILIAL,,,
"The nobler she€™s, the baser is she grown.",CHARACTER TRAITS,ETHICS,TRANSFORMATION,,,,
"If she were bent lasciviously, the fault  Of mighty women that sleep soft- O Death!",SEXUALITY,CHARACTER TRAITS,WOMEN,SLEEP,DEATH,,
the Duke€™s bastard! Shame heaped on shame.,POLITICS,FAMILIAL,ETIQUETTE,QUANTITIES,,,
"Most women have small waist the world throughout, But their desires are thousand miles about.",WOMEN,SIZE,ANATOMY,NATURE,SEXUALITY,SPATIAL,
they€™ll sin faster than we€™ll repent. ,RELIGION,SPEED,FEELINGS,,,,
"Wicked, unnatural parent. Fiend of women.",ETHICS,NATURE,FAMILIAL,RELIGION,WOMEN,,
are sons turned monsters? ,FAMILIAL,DEFORMITIES,,,,,
Are you so barbarous to set iron nipples Upon the breast that gave you suck?,ETHICS,WEAPONS & ARMOR,ANATOMY,FOOD,,,
That breast Is turned to quarl?¨d poison.,ANATOMY,FOOD,VIOLENCE,,,,
"Thou dost usurp that title now by fraud, For in that shell of mother breeds a bawd.",POLITICS,SOCIAL STATUS,DECEPTION,APPEARANCE,FAMILIAL,REPRODUCTION,SEXUALITY
A bawd? O name far loathsomer than hell!,SEXUALITY,LANGUAGE,EMOTIONS,RELIGION,,,
uncivilly forget thyself And work our sister to his lust? --That had been monstrous.,ETIQUETTE,MENTAL FACULTY,LABOR,FAMILIAL,SEXUALITY,DEFORMITIES,
None lives so pure But shall be soiled with slander.,LIFE,CLEANING,LANGUAGE,,,,
"Tried you and found you base metal, As any villain might have done.",ECONOMICS,DISCOVERING,MATERIALS,ETHICS,,,
No tongue but yours could have bewitched me so.,ANATOMY,MYSTICAL,,,,,
"nimble in damnation, quick in tune. There is no devil could strike fire so soon.",SPEED,RELIGION,MUSIC,VIOLENCE,FIRE,,
"A mother to give aim [hunt, to lust] to her own daughter! ",FAMILIAL,HUNTING & FISHING,SEXUALITY,,,,
"you draw tears once, go you to bed, Wet will make iron blush and change to red.  ",ANATOMY,SLEEP,PHYSICAL ATTRIBUTES,WEAPONS & ARMOR,FACIAL EXPRESSIONS,TRANSFORMATION,COLORS
it rains [tears]. It will spoil your dagger.,NATURE,ANATOMY,DESTRUCTION,WEAPONS & ARMOR,,,
€™tis a sweet shower [tears]. It does much good. The fruitful grounds and meadows of her soul Has been long dry. ,NATURE,ANATOMY,ETHICS,AGRICULTURE,RELIGION,TIME,PHYSICAL ATTRIBUTES
"Pour down [tears], you bless?¨d dew.",ANATOMY,RELIGION,NATURE,,,,
"O you heavens, Take this infectious spot out of my soul. I€™ll rinse it in seven waters of mine eyes.",RELIGION,MEDICINE,CLEANING,QUANTITIES,NATURE,ANATOMY,
Make my tears salt enough to taste of grace.,ANATOMY,FOOD,RELIGION,,,,
"Let€™s marry her to our souls, wherein€™s no lust, And honourably love her.",MATRIMONY,RELIGION,SEXUALITY,EMOTIONS,,,
"you of easy wax, do but imagine, Now the disease has left you, how leprously That office would have clinged unto your forehead.",MATERIALS,MENTAL FACULTY,MEDICINE,PRIVATION,ADHESION,ANATOMY,
All mothers that had any graceful hue Would have worn masks to hide their face at you.,FAMILIAL,CHARACTER TRAITS,COLORS,THEATRE,CONCEALMENT,ANATOMY,
at your foul name Green-coloured maids would have turned red with shame.,CLEANING,LANGUAGE,COLORS,WOMEN,TRANSFORMATION,ETIQUETTE,
"There had been boiling lead again. The Duke€™s son€™s great concubine, A drab of state, a cloth o€™ silver slut!",TEMPERATURE,MATERIALS,POLITICS,FAMILIAL,SEXUALITY,CLOTHES,ECONOMICS
To have her train borne up and her soul trail I' dirt!,SEXUALITY,CLOTHES,RELIGION,MOVEMENT,CLEANING,,
"rich, to be eternally wretched.",ECONOMICS,TIME,SUFFERING,,,,
"Ask but the thriving'st harlot in cold blood, She'd give the world to make her honour good.",LANGUAGE,ECONOMICS,SEXUALITY,TEMPERATURE,ANATOMY,NATURE,RECOGNITION
"she first begins with one Who afterward to thousand proves a whore: €?Break ice in one place, it will crack in more.",QUANTITIES,SEXUALITY,DESTRUCTION,TEMPERATURE,,,
Joy€™s a subtle elf.,EMOTIONS,MYSTICAL,,,,,
"Farewell, once dried, now holy-watered mead.",GREETINGS,PHYSICAL ATTRIBUTES,RELIGION,FOOD,,,
Our hearts wear feathers that before wore lead.,ANATOMY,CLOTHES,ANIMALS,MATERIALS,,,
"for my advancement as to calm The trouble of your tongue, I am content.",SOCIAL RELATIONS,FEELINGS,SUFFERING,ANATOMY,,,
To prostitute my breast to the Duke€™s son And put myself to common usury.,SEXUALITY,ANATOMY,POLITICS,FAMILIAL,ECONOMICS,,
I am [hard] as you even out of marble wrought.,PHYSICAL ATTRIBUTES,MATERIALS,LABOR,CHARACTER TRAITS,,,
Strike not me cold.,VIOLENCE,TEMPERATURE,,,,,
The mother€™s curse is heavy. Where that fights Sons set in storm and daughters lose their lights.,FAMILIAL,MYSTICAL,WEIGHT,VIOLENCE,NATURE,PRIVATION,LIGHT
"if there be any spark Of heavenly intellectual fire within thee, O let my breath revive it to a flame.",LIGHT,RELIGION,MENTAL FACULTY,FIRE,SPATIAL,BREATHING,LIFE
Put not all [fire] out with woman€™s wilful follies.,FIRE,CONSUMPTION,WOMEN,MENTAL FACULTY,,,
I am recovered of that foul disease That haunts too many mothers. ,MEDICINE,MYSTICAL,FAMILIAL,,,,
"Are not you she For whose infect persuasions I could scarce Kneel out my prayers,",MEDICINE,LANGUAGE,ANATOMY,RELIGION,,,
In three hours€™ reading to untwist so much Of the black serpent as you wound about me?,TIME,LANGUAGE,COLORS,ANIMALS,SPATIAL,INCARCERATION,
"I spoke those words, and now they poison me.",LANGUAGE,VIOLENCE,,,,,
Advancement? True€”as high as shame can pitch!,SOCIAL RELATIONS,SPATIAL,ETIQUETTE,MUSIC,,,
build by the purchase of her sin An hospital to keep their bastards in?,ARCHITECTURE,ECONOMICS,RELIGION,SOCIAL RELATIONS,INCARCERATION,FAMILIAL,
"when women are young courtiers, They are sure to be old beggars.",WOMEN,LIFE'S CYCLE,POLITICS,ECONOMICS,,,
"To know the miseries most harlots taste, Thou€™dst wish thyself unborn when you art unchaste.",MENTAL FACULTY,SUFFERING,SEXUALITY,FOOD,EMOTIONS,REPRODUCTION,
let me twine about your neck And kiss you till my soul melt on your lips.,CLOTHES,ANATOMY,AFFECTION,RELIGION,CONSUMPTION,,
"A virgin honour is a crystal tower, Which, being weak, is guarded with good spirits;",SEXUALITY,RECOGNITION,MATERIALS,ARCHITECTURE,PHYSICAL ATTRIBUTES,MILITARY,ETHICS
Be you a glass for maids and I for mothers. ,APPEARANCE,WOMEN,FAMILIAL,,,,
Take heed you wake him [the corpose] not,DANGER & SAFETY,SLEEP,DEATH,,,,
I must sit to be killed and stand to kill myself. I could vary it not so little as thrice over again. It has some eight returns [sheriff's report] like Michaelmas Term.,PHYSICAL ACTIVITIES,VIOLENCE,CHARACTER TRAITS,QUANTITIES,JUDICIARY,LANGUAGE,RELIGION
there€™s the hell on€™t; his faith€™s too feeble to go alone.,RELIGION,PHYSICAL ATTRIBUTES,SOCIAL RELATIONS,,,,
He brings flesh-flies after him that will buzz against supper-time and hum for his coming out.,ANATOMY,ANIMALS,SOUNDS,FOOD,MOVEMENT,,
the fly-flop of vengeance beat them to pieces!,ANIMALS,VIOLENCE,,,,,
"the Duke his father and how quaintly he died€”like a politician in hugger-mugger, made no man acquainted with it",POLITICS,FAMILIAL,DEATH,CONCEALMENT,SOCIAL RELATIONS,,
May not hereafter times open in as fair faces as this? -They may if they can paint [cosmetics] so well.,TIME,SPATIAL,APPEARANCE,ANATOMY,ART,,
"Content, I€™m for any weather [ready].",FEELINGS,NATURE,,,,,
We€™ll stifle in our breaths.,VIOLENCE,BREATHING,,,,,
"he will ne'er live to be sober. --No matter, let him reel to hell.",LIFE,MENTAL FACULTY,MOVEMENT,RELIGION,,,
"being so full of liquor, I fear he will put out all the fire [of hell]",FOOD,EMOTIONS,CONSUMPTION,FIRE,RELIGION,,
Thou art a mad beast.,MENTAL FACULTY,ANIMALS,,,,,
For he that dies drunk falls into hell-fire like a bucket o€™ water,DEATH,FOOD,RELIGION,FIRE,LABOR,,
"naked your swords, think of your wrongs.",CLOTHES,WEAPONS & ARMOR,MENTAL FACULTY,ETHICS,,,
"by miracle we found him dead,",RELIGION,DISCOVERING,DEATH,,,,
We're furthest off and with as bold an eye Survey his body [corpse] as the standers-by.,SPATIAL,CHARACTER TRAITS,ANATOMY,SENSATIONS,DEATH,,
"deceit, he quits him with like terms!",DECEPTION,SOCIAL RELATIONS,LANGUAGE,,,,
Over what roof hangs this prodigious comet In deadly fire?,SPATIAL,ARCHITECTURE,ADHESION,MYSTICAL,ASTROLOGY,DEATH,FIRE
"one of his cast sins, will send the fates Most hearty commendations by his own son.",QUANTITIES,PRIVATION,RELIGION,MYSTICAL,ANATOMY,RECOGNITION,FAMILIAL
I'll tug in the new stream till strength be done.,PHYSICAL ACTIVITIES,SPATIAL,NATURE,PHYSICAL ATTRIBUTES,,,
the excuse may be called half the murder.,MENTAL FACULTY,LANGUAGE,QUANTITIES,VIOLENCE,,,
it [vengeance] hits Past the apprehension of indifferent wits.,VIOLENCE,MENTAL FACULTY,CHARACTER TRAITS,,,,
I€™ve many griefs to dispatch out of the way.,QUANTITIES,EMOTIONS,PRIVATION,SPATIAL,,,
"Welcome, sweet titles!",GREETINGS,SOCIAL STATUS,,,,,
one may see by this How sovereign markets go: Courtiers have feet of the nines [shoes] and tongues of the twelves. They flatter dukes and dukes flatter themselves. ,SENSATIONS,POLITICS,ECONOMICS,ANATOMY,CLOTHES,SIZE,RECOGNITION
it is your shine must comfort us.,LIGHT,FEELINGS,,,,,
